file,class,method,variable,usage
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysThrBps/0,slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,updateMeanResults/0,nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,updateMeanResults/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysThrPkts/0,nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysThrPkts/0,simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysThrPkts/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysThrPkts/0,slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysUtil/0,nodesList,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysUtil/0,simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysUtil/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getSysUtil/0,slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,freeze/0,transmissionPending,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,freeze/0,nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,freeze/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,freeze/0,transmitWithRTS,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,freeze/0,transTimeRemaining,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",currentTime,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",totalTime,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",progress,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"simulate/2[long,long]",slot,5
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getThrBps/1[int],simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getThrBps/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,transmissionPending,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,phyLayer,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,nodesList,61
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,sifs,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,nmbrOfNodes,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,INT_MAX,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,slot,12
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,transTimeRemaining,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,rtsThr,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,collision/0,ctsToSelf,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getQDelay/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getUtil/1[int],simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getUtil/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,takePacketFromQueue/1[int],nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,takePacketFromQueue/1[int],cwMin,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,takePacketFromQueue/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getNode/1[int],nodesList,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getTime/0,currentTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,removeAllNodes/0,nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,removeAllNodes/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getThrPkts/1[int],simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getThrPkts/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"changeNodeParams/4[int,int,int,int]",nodesList,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getJitter/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getMDelay/1[int],slot,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,emptySlot/0,transmissionPending,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,emptySlot/0,nodesList,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,emptySlot/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printStats/0,currentTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printStats/0,outResults,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printStats/0,nodesList,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printStats/0,nmbrOfNodes,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printStats/0,resultsPath,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printStats/0,out,45
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,getQLength/1[int],simTime,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,fightForSlot/0,transmissionPending,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,fightForSlot/0,nodesList,28
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,fightForSlot/0,nmbrOfNodes,5
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,fightForSlot/0,INT_MAX,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,fightForSlot/0,transmitWithRTS,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printMeanValues/0,nodesList,12
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printMeanValues/0,totalTime,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printMeanValues/0,nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printMeanValues/0,slot,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printMeanValues/0,resultsPath,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printMeanValues/0,out,15
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,removeNode/1[int],nodesList,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,removeNode/1[int],nmbrOfNodes,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printHeaders/0,outResults,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printHeaders/0,nmbrOfNodes,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printHeaders/0,resultsPath,9
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,printHeaders/0,out,54
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,transmissionPending,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,phyLayer,6
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,nodesList,12
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,mixNodes,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,sifs,6
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,nmbrOfNodes,5
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,generator,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,slot,12
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,transTimeRemaining,6
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,rtsThr,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,successfulTransmission/0,ctsToSelf,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",nodesList,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",slot,5
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMaxFact2,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMaxFact3,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMaxFact0,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMaxFact1,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",aifs0,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMin,6
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",aifs1,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMinFact2,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",aifs2,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\pamvotis\src\main\java\pamvotis\core\Simulator.java,pamvotis.core.Simulator,"addNode/6[int,int,int,int,int,int]",cwMinFact3,1
