file,class,method,variable,usage
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"mulAndCheck/2[long,long]",b,10
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"roundUnscaled/3[double,double,int]",unscaled,43
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"roundUnscaled/3[double,double,int]",sign,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"roundUnscaled/3[double,double,int]",roundingMethod,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"roundUnscaled/3[double,double,int]",fraction,6
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[float,int,int]",x,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[float,int,int]",sign,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[float,int,int]",scale,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[float,int,int]",factor,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[float,int,int]",roundingMethod,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,indicator/1[int],x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"equals/2[double[],double[]]",x,5
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"equals/2[double[],double[]]",y,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"equals/2[double[],double[]]",i,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,factorial/1[int],result,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,factorial/1[int],n,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"gcd/2[int,int]",t,7
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"gcd/2[int,int]",u,12
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"gcd/2[int,int]",v,10
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"gcd/2[int,int]",k,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[double,int,int]",ex,0
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[double,int,int]",x,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[double,int,int]",scale,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/3[double,int,int]",roundingMethod,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/2[float,int]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/2[float,int]",scale,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/2[double,int]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"round/2[double,int]",scale,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,indicator/1[short],x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,indicator/1[byte],x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/2[int,int]",s,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/2[int,int]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/2[int,int]",y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"subAndCheck/2[long,long]",ret,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"subAndCheck/2[long,long]",msg,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"subAndCheck/2[long,long]",a,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"subAndCheck/2[long,long]",b,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"nextAfter/2[double,double]",d,7
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"nextAfter/2[double,double]",mantissa,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"nextAfter/2[double,double]",bits,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"nextAfter/2[double,double]",sign,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"nextAfter/2[double,double]",direction,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"nextAfter/2[double,double]",exponent,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,sign/1[int],x,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,sign/1[double],x,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"mulAndCheck/2[int,int]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"mulAndCheck/2[int,int]",y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"mulAndCheck/2[int,int]",m,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"binomialCoefficientLog/2[int,int]",logSum,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"binomialCoefficientLog/2[int,int]",i,7
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"binomialCoefficientLog/2[int,int]",k,7
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"binomialCoefficientLog/2[int,int]",n,7
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"equals/2[double,double]",x,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"equals/2[double,double]",y,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,factorialDouble/1[int],n,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/3[long,long,java.lang.String]",msg,3
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/3[long,long,java.lang.String]",ret,5
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/3[long,long,java.lang.String]",a,8
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/3[long,long,java.lang.String]",b,8
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/2[long,long]",a,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,"addAndCheck/2[long,long]",b,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\util\MathUtils.java,org.apache.commons.math.util.MathUtils,sign/1[float],x,3
