file,class,method,variable,usage
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,scalarMultiply/1[double],z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getAlpha/0,x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getAlpha/0,y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,negate/0,x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,negate/0,y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,negate/0,z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/3[double,double,double]",x,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/3[double,double,double]",y,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/3[double,double,double]",z,4
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getZ/0,z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/2[double,double]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/2[double,double]",y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/2[double,double]",z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,Vector3D/0,x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,Vector3D/0,y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,Vector3D/0,z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,subtract/1[org.apache.commons.math.geometry.Vector3D],x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,subtract/1[org.apache.commons.math.geometry.Vector3D],y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,subtract/1[org.apache.commons.math.geometry.Vector3D],z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"subtract/2[double,org.apache.commons.math.geometry.Vector3D]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"subtract/2[double,org.apache.commons.math.geometry.Vector3D]",y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"subtract/2[double,org.apache.commons.math.geometry.Vector3D]",z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,add/1[org.apache.commons.math.geometry.Vector3D],x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,add/1[org.apache.commons.math.geometry.Vector3D],y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,add/1[org.apache.commons.math.geometry.Vector3D],z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,orthogonal/0,x,8
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,orthogonal/0,y,8
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,orthogonal/0,z,6
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getX/0,x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/4[double,org.apache.commons.math.geometry.Vector3D,double,org.apache.commons.math.geometry.Vector3D]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/4[double,org.apache.commons.math.geometry.Vector3D,double,org.apache.commons.math.geometry.Vector3D]",y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"Vector3D/4[double,org.apache.commons.math.geometry.Vector3D,double,org.apache.commons.math.geometry.Vector3D]",z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"add/2[double,org.apache.commons.math.geometry.Vector3D]",x,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"add/2[double,org.apache.commons.math.geometry.Vector3D]",y,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,"add/2[double,org.apache.commons.math.geometry.Vector3D]",z,1
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getNorm/0,x,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getNorm/0,y,2
C:\Users\steng\Desktop\mutation-analysis\kintis-funcs-updated\static-metrics\ck\target\..\..\..\commons-math\src\main\java\org\apache\commons\math\geometry\Vector3D.java,org.apache.commons.math.geometry.Vector3D,getNorm/0,z,2
